ESTUDIO;PONDERADOR;REGION_DEF;F0;A_EXACTA;A_RANGO;F3_SEXO;N_HOGAR;N_AFILIADOS;SEXO_1;EDAD_1;AFI_1;SEXO_2;EDAD_2;AFI_2;SEXO_3;EDAD_3;AFI_3;SEXO_4;EDAD_4;AFI_4;SEXO_5;EDAD_5;AFI_5;SEXO_6;EDAD_6;AFI_6;SEXO_7;EDAD_7;AFI_7;SEXO_8;EDAD_8;AFI_8;SEXO_9;EDAD_9;AFI_9;SEXO_10;EDAD_10;AFI_10;SELECCION;P2;P3;P4;P5;P6;A1;A2;A2_COD_1;A2_COD_2;A2_COD_3;A2_COD_4;A2_COD_5;A3;A4;A4_COD_11;A4_COD_21;A4_COD_3;A4_COD_4;A4_COD_5;A4_COD_1_1;A4_COD_1_2;A4_COD_1_3;A4_COD_1_4;A4_COD_1_5;A4_COD_2_1;A4_COD_2_2;A4_COD_2_3;A4_COD_2_4;A4_COD_2_5;A5;A6;A7_1;A7_2;A8;A9_1;A9_2;A9_3;A9_4;A9_5;A9_6;A9_7;A10_1;A10_OTRO1;A10_2;A10_OTRO1_1;A11_1;A11_OTRO1;A11_2;A11_OTRO2;A12_1;A12_OTRO1;A12_2;A12_OTRO2;A13_1;A13_OTRO1;A13_2;A13_OTRO2;A14;A15;A_15_COD_1;A_15_COD_2;A_15_COD_3;A_15_COD_4;A_15_COD_5;B1;B2;B3_1;B3_2;B3_OTRO;B3A;B4;B5;B6;B6_OTRO;B7;B9A;B9B;B9C;B10_1;B10_2;B10_3;B10_4;B10_5;B10_6;B12;B13;B14;B14_1;B14_2;B14_1_1;B14_2_1;B14_TOTAL;B14_TOTAL_1;C1;C4;C5_1;C5_2;C5_3;C5_OTRO;C6;C8_1;C8_2;C8_3;C8_4;C8_5;C8_6;D1;D2;D2_OTRO;D3_11;D3_21;D3_31;D3_41;D3_1;D3_2;D3_3;D3_4;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_TOTAL;D3_TOTAL_1;D4;D5_1;D5_2;D6_1;D6_OTRO1;D6_2;D6_OTRO2;D7;D7_OTRO;D8;D8_1;D10;D10_1;D10_2;D10_1_1;D10_2_1;D10_TOTAL;D10_TOTAL_1;D13_1;D13_2;D14;D15;D16;D17;E1;E1_OTRO;E10;E10_OTRO;E11;E11_OTRO;E2;E2_OTRO;E3;E3_OTRO;E4;E5;E5_OTRO_1;E6;E8_1;E8_2;E8_3;E8_4;E8_5;E8_6;E8_7;E8_8;E8_9;E8_10;E8_11;E9;E9_1;E9_1_COD_1;E9_1_COD_2;E9_1_COD_3;E12_1;E12_2;E12_3;E13;E13_1;E13_1_COD_1;E13_1_COD_2;E13_1_COD_3;E13_1_COD_4;E14;E15_1_1;E15_1_2;E15_1_3;E15_1_4;E15_1_5;E15_1_6;E15_1_7;E15_1_8;E15_2_1;E15_2_2;E15_2_3;E15_2_4;E15_2_5;E15_2_6;E15_3_1;E15_3_2;E15_3_3;E15_3_4;E15_3_5;E15_3_6;E15_4_1;E15_4_2;E15_4_3;E15_4_4;E15_4_5;E15_5_1;E15_5_2;E15_5_3;E15_5_4;E15_5_5;E15_6_1;E15_6_2;E15_6_3;E15_6_4;E15_6_5;E15_6_6;E15_7_1;E15_7_2;E15_7_3;E15_7_4;E15_7_5;E15_7_6;E15_7_7;E15_8_1;E15_8_2;E15_8_3;E15_8_4;E15_8_5;E15_8_6;E15_8_7;E15_9_1;E15_9_2;E15_9_3;E15_9_4;F1;F1_1;F2;F3;F4_LITERAL;F4_COD_1_1;F4_COD_1_2;F5;F7;CAB_EDAD;CAB_SEXO;CAB_REGION;FECHA;EQUILIBRAR_FONASA_1;REGION_TIPO_FONASA;C_81;C_82;C_83;C_84;C_85;C_86;A3_logit;A1_dico;A5_dico;A7_1dico;A7_2dico;A14_dico;C4_dico;B2_dico;a10_bajoscostos;a11_espera;a11_sinespecialistas;a12_cobertura;a13_costos;C6_rec;filter_$;PredictedValue;PredictedValue_1
15516_SALUD_VF;1,564129379;13;1;57;3;1;4;3;2;55;1;1;57;1;1;32;1; ; ; ; ; ; ; ; ; ;2;02-04-63;1;98;1;2;1;Por que aveces ni los atienden;33; ; ; ;1;Mala atencion . No hay horas e ir a las 5 de la maÒana a sacar hora y no hay horas para los examenes;31;83; ; ; ;31;83; ; ; ;31;83; ; ; ;1;3;1;1;1;2;2;2;2;2;2;2;100;-;100;-;1;-;2;-;-;-;-;-;1;Nunca informan de nada;21; ;2;1;6; ;-;2;4;-;3;-;4;8;8;8;8;8;8;1;5;-;1;2;1;6;1;12;360;8640;18;545;2;5;5;9;-;2;-;7;-;88;1;5;1;1;98;-;98;-;98;-;98;-;-;-;5;3;2;8;1;2;1;8;2;2;5;1;Revisa los casos de salud y licencias;314;321; ;3; ;88;-; ; ;1;8; ; ; ; ;8; ; ; ;8; ; ; ;8; ; ;8; ; ;8; ; ; ; ;8; ; ; ; ;8; ; ; ;8; ;9;18;1;1;Independiente;5;113;2;9;3;1;2;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;3,449630486;5;1;75;3;2;1;1;2;75;1; ; ; ; ; ; ; ; ; ;1;14-04-44;1;2;1;2;6;-; ; ; ;4;Por que solo la controlan y las esperas para operarse son eternas;81; ; ; ;81; ; ; ;81; ; ; ;3;3;5;5;1;1;2;1;2;1;2;1;9;-;100;-;3;-;1;-;-;-;-;-;2;Por que la cobertura es muy mala;71; ;2;4;5; ;-;1;4;-;2;6;1;2;-;4;3;4;4;3;4;4;1;1;-;1;1;1;12;360;8640;12;365;2;2;3;9;-;8;-;1;-;1;24;1;20;20;1200;20;1200;3;3;1;3;2;1;98;-;98;-;7;-;98;-;-;-;6;5;5;4;5;5;5;5;6;5;5;88;-; ;1; ;88;-; ; ;3;2; ; ; ; ;2; ; ; ;9; ; ; ;9; ; ;9; ; ;2; ; ; ; ;2; ; ; ; ;2; ; ; ;9; ;8;25;2;-;9;3;2;1;1;21;22;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;1,9436013;6;1;33;1;2;5;1;2;33;1; ; ; ; ; ; ; ; ; ;1;03-01-86;1;4;1;2;4;Porque hay desigualdad en los niveles sociales. Ejemplo no. No hay diferencia en lo publico o lo privado.;111; ; ; ;3;Por lo amterior mensionado;98; ; ; ;98; ; ; ;98; ; ; ;1;3;1;1;1;1;1;1;1;99;1;1;7;-;6;-;3;-;2;-;-;-;-;-;1;El que aborde enfermedades reales. Que hayan mas especialistas;31; ;1;3;4; ;-;1;4;-;2;5;1;-;2;5;1;5;2;5;5;1;1;-;1;1;1;12;360;8640;12;365;2;3;1;9;-;1;-;5;-;1;3;1;8;8;480;8;480;3;1;1;1;1;2;1;-;1;-;98;-;7;-;-;-;2;2;2;2;2;2;2;2;2;2;2;88;-; ;1; ;88;-; ; ;1;1; ; ; ; ;9; ; ; ;3; ; ; ;6; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;16;26;1;2;Docente;4;87;8;99;1;2;1;2;54;55;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;2,276541508;8;1;57;3;2;3;1;2;57;1; ; ; ; ; ; ; ; ; ;1;12-12-61;1;1;1;2;2;porque uno saca hora, esta todo el dia y la hora llega a la semana siguiente y los medicamento son siempre los mismos;23; ; ; ;2;Porque se demora, pero x lo menos arienden;31; ; ; ;31; ; ; ;31; ; ; ;2;3;5;2;1;1;1;1;1;1;1;1;3;-;1;-;4;-;3;-;-;-;-;-;3;rapidez eficiencia buena atenciÛn, especialista, buenos medicamentos;11;12;31;113; ;3; ;-;-;3;-;4;5;1;1;5;5;5;1;1;-;1;1;1;12;360;8640;12;365;2;4;5;2;-;9;-;2;-;1;4;1;6;6;360;6;360;2;4;1;7;1;1;0;ninguna;5;-;5;-;2;-;-;-;6;6;3;3;5;6;5;6;3;5;4;1;regular loa mÈdicos, atenciones, medicina, etc;350; ;4; ;1;derecho a las atenciones y medicamentos;506;524; ; ;5;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;9; ; ;2; ; ; ; ;9; ; ; ; ;2; ; ; ;9; ;9;18;1;2;Costuras;3;73;1;5;3;2;1;1;8;10;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,215823642;4;1;52;2;1;2;2;1;52;2;2;51;2; ; ; ; ; ; ; ; ; ;1;05-03-67;2;1;2;6;-; ; ; ;6;Porque no e tenido problema;203; ; ; ;203; ; ; ;203; ; ; ;4;2;4;5;1;2;2;2;2;2;2;2;-;-;-;-;2;-;6;-;100;-;1;-;4;Hacer planes m·s baratos para nosotros;61;131; ;3; ;-;-;3;-;4;8;8;8;8;8;8;1;1;-;1;1;1;12;360;8640;12;365;2;4;6;11;-;-;5;-;1;2;2;45;0;45;0;45;5;6;2;4;-;5;-;5;-;5;-;4;-;2;-;3;5;1;5;5;3;1;3;3;3;2;1;Fiscalizar a la asistencia de salud;346; ;4; ;1;Que todos tengamos salud sin problemas;508; ; ;3;1; ; ; ; ;4; ; ; ;4; ; ; ;9; ; ;7; ; ;4; ; ; ; ;7; ; ; ; ;2;1;4; ; ; ;9; ;11;19;2;-;9;2;1;1;1;84;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;22;1;1;9;7;1;22;2;2;21;1;2;18;1;2;30;99;1;30;99;1;32;99;1;20;1; ; ; ; ; ; ; ; ; ;1;01-07-99;2;1;2;1;Por las alzas de precios siempre le est·n cobrando mas;1; ; ; ;4;Por los precios que le suben y cobran de mas;1; ; ; ;1; ; ; ;1; ; ; ;4;2;5;5;1;2;2;2;2;2;2;2;-;-;-;-;5;-;2;-;1;-;5;-;4;Mantener precios bajos no cambiar todo el tiempo y lograr tener m·s exedentes;61; ;3; ;-;-;3;-;4;8;8;8;8;8;8;1;1;-;1;1;1;12;360;8640;12;365;1;5;6;2;-;8;-;4;-;1;3;2;30;0;30;0;30;6;6;2;1;-;6;-;8;-;1;-;1;-;1;1;Por telÈfono a la isapre;3;3;3;3;3;3;3;4;3;3;3;3;88;-; ;4; ;88;-; ; ;1;9; ; ; ; ;9; ; ; ;5;4; ; ; ;7; ; ;6; ; ;9; ; ; ; ;6; ; ; ; ;2; ; ; ;9; ;11;18;1;5;Maestro de cocina;4;146;8;9;1;1;2;1;96;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,961956164;15;1;75;3;1;2;2;1;75;1;2;73;1; ; ; ; ; ; ; ; ; ;1;20-01-44;1;2;1;2;7;-; ; ; ;7;Por quÈ lo que identifica lo atienden bien;221; ; ; ;221; ; ; ;221; ; ; ;5;2;6;1;2;7;-;3;-;3;-;4;-;-;-;-;-;3;Que sea m·s pronta la atencion;12; ;2;5;5; ;-;3;4;-;3;-;2;8;8;8;8;8;5;1;1;-;1;1;1;12;360;8640;12;365;2;5;5;9;-;8;-;9;#NOMBRE?;1;3;1;2;2;120;2;120;5;5;1;6;1;1;4;-;6;-;7;-;2;-;-;-;5;4;2;2;4;8;4;8;8;8;3;88;-; ;4; ;88;-; ; ;98;2; ; ; ; ;2; ; ; ;9; ; ; ;98; ; ;98; ; ;98; ; ; ; ;98; ; ; ; ;98; ; ; ;98; ;6;6;2;-;3;3;1;1;1;30;17;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,111057436;13;1;38;2;2;4;2;1;49;1;2;38;1; ; ; ; ; ; ; ; ; ;2;16-10-81;1;3;2;2;1;Por que la espera de una hora son eternas no dan soluciones rapida;23;43; ; ; ;1;Por que es denigrante la espera no hay cobertura no especialistas;82;61; ; ; ;82;61; ; ; ;82;61; ; ; ;1;3;2;1;1;1;1;1;2;1;1;1;9;-;7;-;6;-;8;-;-;-;-;-;4;La cobertura de la salud precios m·s rebajados m·s convenios;71;53; ;2;4;6; ;-;1;1;1;-;1;2;5;1;7;4;1;2;1;1;2;6;180;6;6;180;3;-;98;8;8;8;8;8;8;1;1;-;1;1;1;12;360;8640;12;365;2;7;6;1;-;9;-;7;-;1;8;2;30;0;30;0;30;6;6;1;7;1;1;9;Jefe de sector;5;-;8;-;2;-;-;-;3;4;1;8;2;4;1;8;8;8;8;1;Velar por el cumplimiento de la salud;344; ;4; ;88;-; ; ;1;2; ; ; ; ;9; ; ; ;4; ; ; ;7; ; ;7; ; ;4; ; ; ; ;6; ; ; ; ;5; ; ; ;9; ;11;18;2;-;9;2;2;2;1;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,134274895;16;1;33;1;1;1;1;1;33;2; ; ; ; ; ; ; ; ; ;1;13-02-86;2;1;2;7;-; ; ; ;6;Plan cubre todo lo q usted necesita los valores son razonables;271;281; ; ; ;271;281; ; ; ;271;281; ; ; ;5;2;6;5;1;2;2;2;2;2;2;2;-;-;-;-;9;-;8;-;1;-;11;LÌmites de excedentes   para minimizarlos;6;Mayor res de prestadores asociados;46; ;2;5;1; ;-;2;4;-;2;4;1;-;4;1;1;1;1;1;1;1;5;-;1;1;1;12;360;8640;12;365;2;6;6;1;-;98;Eficiencia en el diagnÛstico y tratamiento mÈdico;5;-;1;3;1;1;1;60;1;60;7;7;2;1;-;5;-;5;-;1;-;4;-;1;3;-;7;3;4;8;5;5;8;3;3;5;8;8;1;Q se cumplan las leyes con el ·rea de salud;344; ;4; ;1;Tener buena atenciÛn velar por q se cumplan los palos ni avisoss econÛmico;552; ; ;4;1;2;6; ; ; ; ;6; ; ; ;4;6; ; ; ;4;5;7; ; ;6; ; ;3; ; ; ; ;9; ; ; ; ;3; ; ; ;9; ;15;29;1;5;Jefe;4;142;10;9;1;1;1;2;95;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;2,812929064;5;1;29;1;1;2;2;1;29;1;2;28;1; ; ; ; ; ; ; ; ; ;1;27-10-19;1;4;1;2;2;por experiencia de amigos la atenciÛn es lenta y siempre ha tenido que recurrir a clinicas privadas;32; ; ; ;1;porque el sistema no da abasto, no es de calidad y est· colapsado;111; ; ; ;111; ; ; ;111; ; ; ;2;3;2;1;1;1;2;2;2;2;2;2;3;-;7;-;1;-;2;-;-;-;-;-;1;no le ha llegado informaciÛn;21; ;3; ;-;-;3;-;4;2;8;2;2;4;3;1;1;-;1;1;1;12;360;8640;12;365;2;3;2;2;-;1;-;5;-;1;1;1;1;1;60;1;60;2;3;1;3;1;1;5;-;7;-;7;-;2;-;-;-;2;2;1;2;2;1;1;2;2;2;1;1;fiscalizaciÛn de la salud privada y p˙blica;347; ;4; ;1;que tengan derecho a salud a todas las personas;508; ; ;2;2; ; ; ; ;9; ; ; ;7; ; ; ;7; ; ;6; ; ;9; ; ; ; ;9; ; ; ; ;7; ; ; ;9; ;15;30;1;5;ingeniero de ventas;5;129;8;9;1;1;1;2;53;54;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,811501476;15;1;49;2;2;5;5;1;90;1;2;82;1;1;23;1;2;49;1;2;14;1; ; ; ; ; ; ; ; ; ;4;25-09-70;1;1;1;2;7;-; ; ; ;5;Porque hay enfermedades que igual salen caras que no cubre fonasa.;13; ; ; ;13; ; ; ;13; ; ; ;5;2;5;1;1;2;2;2;2;2;1;1;1;-;4;-;3;-;7;-;-;-;-;-;1;Que tuvieran m·s acceso a especialista. Poca ayuda al realizar ex·menes en hospital.;34;84; ;2;7;2; ;-;1;4;-;3;-;4;8;8;8;8;8;8;1;1;-;1;1;1;12;360;8640;12;365;1;1;1;4;-;11;-;1;-;77;2;23;DirecciÛn del hospital o consultorio;6;-;99;-;6;-;-;-;5;6;5;8;8;8;5;8;8;8;8;1;me imagino que trata falencias o casos graves.;331; ;1; ;1;Derechos de las personas que tiene alg˙n problema.;531; ; ;6;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;6; ; ;4;5; ; ; ; ;98; ; ; ; ;2; ; ; ;2; ;10;28;1;6;Cuidadora de adulto mayor;3;76;1;9;2;2;1;2;14;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;1,564129379;9;1;19;1;1;3;2;2;50;1;1;19;1; ; ; ; ; ; ; ; ; ;2;12-07-00;1;98;3;2;4;El sistema de salud esta malo, cuesta mucho ver medico en hospital;111;81; ; ; ;4;es muy larga la espera en urgencia y no atienden bien;91;93; ; ; ;91;93; ; ; ;91;93; ; ; ;4;3;3;3;1;2;2;2;2;1;2;2;7;-;2;-;4;-;6;-;-;-;-;-;2;mas medicos que atiendan con fonasa en clinicas;51; ;1;5;6; ;-;3;4;-;2;5;1;2;-;2;8;8;8;8;8;4;1;1;-;1;1;1;12;360;8640;12;365;98;98;6;9;-;2;-;3;-;1;1;1;12;12;720;12;720;98;6;1;3;2;2;2;-;5;-;7;-;2;-;-;-;8;5;8;8;5;8;5;5;5;8;8;1;fiscalizar y ver que se cumplan las normativas en los centros de salud;344; ;4; ;88;-; ; ;4;2; ; ; ; ;9; ; ; ;9; ; ; ;98; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;9;18;2;-;9;1;1;1;2;75;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;40;2;2;3;2;2;40;2;1;49;2; ; ; ; ; ; ; ; ; ;1;18-10-79;2;1;1;6;-; ; ; ;4;Porque es muy alto el costo;1; ; ; ;1; ; ; ;1; ; ; ;6;3;5;5;1;2;2;2;2;2;2;2;-;-;-;-;5;-;6;-;1;-;3;-;6;Mayor cobertura y descuentos, porque es mucho pago;71;61; ;2;5;4; ;-;2;1;1;-;1;1;1;7;7;7;7;7;7;1;2;2;98;-;4;8;8;8;8;8;8;1;1;-;1;1;1;12;360;8640;12;365;2;5;7;9;-;8;-;5;-;77;1;7;1;1;4;-;98;-;7;-;1;-;4;-;1;3;-;7;4;5;4;4;5;5;4;5;4;5;4;1;Fiscalizar los distintos sistemas de salud y calidad de centros de salud;343; ;1;2; ;1;A recibir una atenciÛn de calidad;501; ; ;5;9; ; ; ; ;6; ; ; ;9; ; ; ;98; ; ;6;7; ; ;9; ; ; ; ;98; ; ; ; ;9; ; ; ;9; ;15;30;1;5;Coordinadora;3;71;99;9;2;2;2;2;96;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,814965575;15;1;50;2;1;6;4;1;50;1;2;52;1;1;24;1;1;20;1; ; ; ; ; ; ; ; ; ;1;07-11-68;1;3;1;1;5;-; ; ; ;5;Medicos;61; ; ; ;61; ; ; ;61; ; ; ;5;2;6;5;2;2;-;3;-;2;-;3;-;-;-;-;-;5;informacipn plan auge;22; ;2;6;1; ;-;2;4;-;2;5;1;-;4;8;8;8;8;8;8;1;1;-;1;1;1;12;360;8640;12;365;2;5;6;9;-;2;-;1;-;1;2;1;6;6;360;6;360;5;5;2;2;-;2;-;5;-;2;-;-;-;5;5;4;9;5;5;5;5;9;5;5;1;vela por nos pacientes;334; ;98; ;88;-; ; ;4;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;2; ; ;3; ; ; ; ;4; ; ; ; ;2; ; ; ;2; ;13;28;1;2;Microempresario;3;157;99;3;2;1;1;2;46;33;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;29;1;2;8;5;2;29;2;1;30;2;2;26;1;1;56;1;2;51;1; ; ; ; ; ; ; ; ; ;1;11-01-90;2;2;2;5;-; ; ; ;5;Por lo que se ve en las noticias en general espera mucho que la atiendan y algunos fachecen esperando;32; ; ; ;32; ; ; ;32; ; ; ;5;2;5;8;2;-;-;-;-;1;-;5;-;1;-;100;-;4;Mi esposo que yo sepa no recibe mayor informaciÛn;21; ;2;6;5; ;-;3;4;-;2;6;1;-;4;4;4;4;5;4;4;1;1;-;1;1;1;12;360;8640;12;365;2;6;6;8;-;3;-;5;-;1;2;88;5;6;2;98;-;6;-;98;-;1;-;6;-;2;-;5;4;5;4;5;5;4;5;5;5;4;88;-; ;98; ;88;-; ; ;1;6; ; ; ; ;9; ; ; ;6; ; ; ;98; ; ;6; ; ;3; ; ; ; ;3; ; ; ; ;3; ; ; ;3; ;14;29;2;-;9;1;2;2;1;96;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;1,564129379;6;1;62;3;2;3;2;2;62;1;1;74;1; ; ; ; ; ; ; ; ; ;1;03-11-56;1;98;1;2;6;-; ; ; ;7;Porque me han atendido bien en el poli;223; ; ; ;223; ; ; ;223; ; ; ;6;2;7;7;2;8;-;1;-;9;-;88;-;-;-;-;-;98;Que sean mas concientes con los pobres;11; ;1;7;26; ;Conseguir los remedios;3;4;-;2;7;1;-;1;5;5;5;5;5;5;1;1;-;1;1;1;12;360;8640;12;365;2;6;7;4;-;3;-;7;-;77;2;2;-;5;-;4;-;5;-;-;-;8;8;8;8;7;8;6;6;8;8;8;88;-; ;98; ;88;-; ; ;1;98; ; ; ; ;9; ; ; ;5; ; ; ;9; ; ;98; ; ;5; ; ; ; ;9; ; ; ; ;7; ; ; ;98; ;7;14;2;-;9;3;2;1;1;71;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,186062059;12;1;37;2;2;4;3;1;63;1;2;60;1;2;37;2; ; ; ; ; ; ; ; ; ;3;05-08-82;2;1;2;4;Porque no cubre todas las areas o nevesidades de salud;14; ; ; ;5;Por lo mismo, no tiene la cubertura necesaria;14; ; ; ;14; ; ; ;14; ; ; ;4;3;5;4;1;2;2;2;2;2;2;2;-;-;-;-;5;-;9;-;100;-;1;-;5;Tener mejores convenios con los especialistas y los planes de salud;46;131; ;2;5;5; ;-;3;4;-;3;-;4;3;3;3;3;3;3;1;1;-;1;1;1;12;360;8640;12;365;2;6;6;9;-;2;-;5;-;1;3;1;7;7;420;7;420;2;3;1;6;1;1;25;libro de reclamo;6;-;7;-;1;-;1;-;2;-;4;2;2;2;2;8;2;2;2;8;8;1;fiscalizar todos los entes relacionados a la salud;343; ;4; ;88;-; ; ;2;1;2;6; ; ; ; ;6; ; ; ;9; ; ; ;4; ; ;6; ; ;98; ; ; ; ;98; ; ; ; ;3; ; ; ;98; ;15;30;1;3;Profesor;4;181;9;9;2;2;1;2;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;3,100433181;4;1;63;3;2;2;2;2;63;1;1;75;1; ; ; ; ; ; ; ; ; ;1;22-10-55;1;4;2;2;4;Porque en el ospital la tienen horas y horas;32; ; ; ;3;Falta de compromiso con los enfermos;31; ; ; ;31; ; ; ;31; ; ; ;3;3;4;4;1;1;1;1;2;1;1;1;3;-;9;-;3;-;4;-;-;-;-;-;6;No esperar tanto rato que la atienda;12; ;2;5;5; ;-;1;1;1;-;1;3;4;6;5;5;6;6;1;2;3;-;4;3;4;4;4;5;5;1;1;-;1;2;3;2;0;4;2;24;720;17280;24;734;2;7;6;5;-;11;-;2;-;1;10;2;30;0;30;0;30;6;6;1;7;1;1;2;-;5;-;6;-;2;-;-;-;5;6;5;5;6;5;6;5;5;6;6;1;Fiscalisa;341; ;4; ;1;Derechos de los pacientes;531; ; ;5;1;2;3; ; ; ; ;2;1;3; ; ; ;8; ; ; ;6;7; ; ;3;6;7; ; ;4;5; ; ; ; ;2;4; ; ; ; ;2;4;6; ; ; ;2;6;4; ;7;13;2;-;9;3;2;1;1;52;53;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
